State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Villupuram,"Ulundurpettai APMC","Amla(Nelli Kai)",Amla,Local,01/03/2026,8000,8000,8000
"Tamil Nadu",Villupuram,"Ulundurpettai APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,3000,3000,3000
"Madhya Pradesh",Rajgarh,"Khilchipur APMC",Lentil(Masur)(Whole),"Masur Dal",FAQ,01/03/2026,6210,6350,6230
"Madhya Pradesh",Dhar,"Rajgarh APMC",Wheat,Wheat,FAQ,01/03/2026,2175,2175,2175
"Madhya Pradesh",Jhabua,"Thandla APMC",Cotton,"Without Ginned Cotton",FAQ,01/03/2026,7500,7700,7700
"Madhya Pradesh",Alirajpur,"Jobat APMC",Cotton,"Medium Fiber",FAQ,01/03/2026,7200,7200,7200
"Madhya Pradesh",Khargone,"Karhi APMC",Wheat,Wheat,FAQ,01/03/2026,2275,2275,2275
"Madhya Pradesh",Khandwa,"Pandhana APMC",Wheat,Wheat,FAQ,01/03/2026,2210,2210,2210
"Madhya Pradesh",Sheopur,"Vijaypur APMC",Mustard,Mustard,Non-FAQ,01/03/2026,5520,6200,6100
"Madhya Pradesh",Sagar,"Rahatgarh APMC",Wheat,Wheat,Non-FAQ,01/03/2026,2200,2225,2225
"Madhya Pradesh",Damoh,"Damoh APMC",Wheat,"Mill Quality",Non-FAQ,01/03/2026,2200,2250,2250
"Madhya Pradesh",Mandla,"Bichhiya APMC",Paddy(Common),Dhan,Non-FAQ,01/03/2026,2000,2000,2000
Kerala,Palakad,"Koduvayoor APMC",Cowpea(Veg),"Cowpea (Veg)",Medium,01/03/2026,2500,2900,2700
Kerala,Palakad,"Koduvayoor APMC",Cucumbar(Kheera),Cucumbar,Medium,01/03/2026,2400,2800,2600
Kerala,Palakad,"Koduvayoor APMC",Drumstick,Drumstick,Medium,01/03/2026,6000,6400,6200
Kerala,Palakad,"Koduvayoor APMC","Banana - Green","Banana - Green",Medium,01/03/2026,3500,3900,3700
Kerala,Palakad,"Koduvayoor APMC",Snakeguard,Snakeguard,Medium,01/03/2026,2500,2900,2700
Kerala,Palakad,"Koduvayoor APMC",Carrot,Carrot,Medium,01/03/2026,4000,4400,4200
Kerala,Palakad,"Koduvayoor APMC",Lemon,Other,Medium,01/03/2026,4500,4900,4700
Kerala,Palakad,"Koduvayoor APMC",Brinjal,Brinjal,Medium,01/03/2026,2500,2900,2700
Punjab,Kapurthala,"Sultanpur APMC","Peas Wet",Other,Local,01/03/2026,1500,2000,1666.67
Punjab,Kapurthala,"Sultanpur APMC",Carrot,Other,Local,01/03/2026,1000,1000,1000
"West Bengal",Birbhum,"Bolpur APMC","Green Chilli","Green Chilly",FAQ,01/03/2026,7300,7500,7400
"West Bengal","Purba Bardhaman","Kalna APMC",Tomato,Tomato,FAQ,01/03/2026,1400,1500,1500
"West Bengal","Purba Bardhaman","Katwa APMC",Onion,Onion,FAQ,01/03/2026,2100,2120,2100
"West Bengal",Hooghly,"Pandua APMC",Rice,Fine,FAQ,01/03/2026,4700,4925,4800
"West Bengal",Hooghly,"Pandua APMC",Onion,"Dry F.A.Q.",FAQ,01/03/2026,1500,1750,1600
"West Bengal","Uttar Dinajpur","Islampur APMC",Brinjal,Brinjal,FAQ,01/03/2026,2000,2500,2200
"West Bengal",Birbhum,"Birbhum APMC",Paddy(Common),Common,FAQ,01/03/2026,2371,2373,2372
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,1500,2000,1750
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,01/03/2026,3000,3600,3300
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,01/03/2026,4000,5000,4500
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,4000,5000,4500
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,01/03/2026,3600,6000,4800
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,01/03/2026,2000,2000,2000
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,01/03/2026,2400,2400,2400
"Andhra Pradesh",Kurnool,"Yemmiganur APMC","Bengal Gram Dal(Chana Dal)","Bengal Gram Dal",Local,01/03/2026,4644,5058,4851
Uttarakhand,Nanital,"Haldwani APMC","Bottle gourd",Other,FAQ,01/03/2026,1000,1400,1200
Uttarakhand,Nanital,"Haldwani APMC",Carrot,Other,FAQ,01/03/2026,1500,2000,1700
Uttarakhand,Nanital,"Haldwani APMC","Pea Pod/Pea Cod/हरी मटर",Other,FAQ,01/03/2026,1200,1600,1400
Uttarakhand,Haridwar,"Roorkee APMC","Bitter gourd",Other,Local,01/03/2026,600,800,700
Uttarakhand,Haridwar,"Roorkee APMC",Carrot,Other,Medium,01/03/2026,650,850,750
Odisha,Cuttack,"Rairangpur APMC",Tomato,Hybrid,"Grade A",01/03/2026,800,1500,1200
Telangana,Karimnagar,"V.Saidapur APMC",Paddy(Common),MTU-1010,FAQ,01/03/2026,2389,2389,2389
Rajasthan,Tonk,"Malpura APMC","Bengal Gram(Gram)(Whole)",Other,FAQ,01/03/2026,5000,5040,5025
Rajasthan,Hanumangarh,"Bhadara APMC",Potato,Other,FAQ,01/03/2026,500,600,540
Rajasthan,Hanumangarh,"Bhadara APMC",Onion,"1st Sort",FAQ,01/03/2026,1000,1400,1125
Rajasthan,Hanumangarh,"Rawatsar APMC",Potato,"Red Nanital",FAQ,01/03/2026,800,800,800
Punjab,Gurdaspur,"Dinanagar APMC",Kinnow,Other,Medium,01/03/2026,3500,4000,3800
Punjab,Gurdaspur,"Dinanagar APMC",Papaya,Papaya,Medium,01/03/2026,3000,3500,3300
"Uttar Pradesh",Badaun,"Bisoli APMC",Potato,Desi,Medium,01/03/2026,600,1100,600
Punjab,Sangrur,"Ahmedgarh APMC",Banana,Other,Local,01/03/2026,2500,2600,2600
Punjab,Sangrur,"Ahmedgarh APMC",Grapes,Other,Local,01/03/2026,8000,8300,8000
Punjab,Tarntaran,"Naushera Pannuan APMC",Spinach,Other,"Grade B",01/03/2026,600,600,600
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Grapes,Annabesahai,Local,01/03/2026,10000,11000,10500
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,01/03/2026,5000,5800,5400
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,01/03/2026,4000,4400,4200
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,01/03/2026,2000,2600,2300
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,01/03/2026,10000,10800,10400
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Apple,American,Local,01/03/2026,22000,24000,23000
Tripura,Gomati,"Nutanbazar APMC","Indian Beans(Seam)","Indian Beans (Seam)",FAQ,01/03/2026,2850,3000,2950
Tripura,Gomati,"Nutanbazar APMC",Carrot,Carrot,FAQ,01/03/2026,5850,6000,5950
Tripura,Gomati,"Nutanbazar APMC","Bitter gourd","Bitter Gourd",FAQ,01/03/2026,10500,12000,11500
Tripura,Gomati,"Nutanbazar APMC","Sweet Potato","Sweet Potato",FAQ,01/03/2026,1850,2000,1950
Tripura,"North Tripura","Dasda APMC",Cabbage,Cabbage,FAQ,01/03/2026,2500,2700,2600
Tripura,"North Tripura","Dasda APMC","Masur Dal","Masur Dal",FAQ,01/03/2026,8000,10000,9000
"Uttar Pradesh",Sambhal,"Bhehjoi APMC",Wood,Eucalyptus,FAQ,01/03/2026,500,520,510
Kerala,Thiruvananthapuram,"Pappanchani VFPCK APMC",Snakeguard,Other,"Grade A",01/03/2026,3000,3000,3000
Haryana,Palwal,"Hassanpur APMC",Cauliflower,Cauliflower,Local,01/03/2026,800,800,800
Haryana,Hissar,"Barwala(Hisar) APMC",Carrot,Carrot,Local,01/03/2026,700,800,750
Haryana,Hissar,"Barwala(Hisar) APMC",Onion,Onion,Local,01/03/2026,1200,1400,1300
Haryana,Hissar,"Barwala(Hisar) APMC",Banana,Other,Local,01/03/2026,2000,4000,3000
Haryana,Hissar,"Barwala(Hisar) APMC",Grapes,Other,Local,01/03/2026,8000,10000,9000
Haryana,Hissar,"Barwala(Hisar) APMC",Pomegranate,Pomogranate,Local,01/03/2026,13000,15000,14000
Haryana,Hissar,"Barwala(Hisar) APMC",Chikoos(Sapota),Sapota,Local,01/03/2026,3000,5000,4000
Haryana,Hissar,"Barwala(Hisar) APMC","Mousambi(Sweet Lime)",Mousambi,Local,01/03/2026,2000,4000,3000
Haryana,Hissar,"Barwala(Hisar) APMC",Ber(Zizyphus/Borehannu),Ber(Zizyphus),Local,01/03/2026,2800,3000,2900
Haryana,Hissar,"Barwala(Hisar) APMC",Raddish,Raddish,Local,01/03/2026,800,1000,900
Haryana,Hissar,"Barwala(Hisar) APMC","Long Melon(Kakri)","Long Melon (Kakri)",Local,01/03/2026,3000,3500,3200
Haryana,Ambala,"Ambala Cantt. APMC","Green Fodder","Green Fodder",Local,01/03/2026,180,390,250
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Banana,"Red Banana",Local,01/03/2026,8000,9000,8500
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,01/03/2026,2000,2400,2200
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Potato,Other,Local,01/03/2026,5000,5400,5200
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,01/03/2026,3200,3600,3400
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,01/03/2026,4000,4500,4250
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,01/03/2026,4800,5200,5000
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,01/03/2026,6000,7000,6500
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,01/03/2026,4000,4500,4250
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,01/03/2026,6500,7000,6750
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,01/03/2026,5500,6000,5750
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,01/03/2026,2500,3000,2750
Kerala,Kollam,"Anchal APMC",Amaranthus,Amaranthus,Local,01/03/2026,4800,4800,4800
Kerala,Kollam,"Anchal APMC","Bitter gourd","Bitter Gourd",Local,01/03/2026,7600,7600,7600
Kerala,Kollam,"Anchal APMC",Cabbage,Cabbage,Medium,01/03/2026,5500,5500,5500
Kerala,Kollam,"Anchal APMC",Capsicum,Capsicum,Local,01/03/2026,6200,6200,6200
Kerala,Kollam,"Anchal APMC",Carrot,Carrot,Local,01/03/2026,4700,4700,4700
Kerala,Kollam,"Anchal APMC",Colacasia,Colacasia,Medium,01/03/2026,6300,6300,6300
Kerala,Kollam,"Anchal APMC",Cucumbar(Kheera),Cucumbar,Local,01/03/2026,2200,2200,2200
Kerala,Kollam,"Anchal APMC",Onion,Big,Local,01/03/2026,3200,3200,3200
Kerala,Kollam,"Anchal APMC",Potato,Potato,Local,01/03/2026,3800,3800,3800
Kerala,Kollam,"Anchal APMC",Banana,"Nendra Bale",Medium,01/03/2026,6500,6500,6500
Kerala,Kollam,"Anchal APMC",Banana,Rasakathai,Medium,01/03/2026,7100,7400,7233.33
Kerala,Alappuzha,"Kayamkulam APMC",Snakeguard,Other,FAQ,01/03/2026,3700,3900,3800
Kerala,Alappuzha,"Kayamkulam APMC",Amaranthus,Other,FAQ,01/03/2026,2900,3100,3000
Kerala,Alappuzha,"Kayamkulam APMC",Onion,Small,FAQ,01/03/2026,2700,2900,2800
Kerala,Alappuzha,"Kayamkulam APMC",Carrot,Other,FAQ,01/03/2026,3800,4000,3900
Kerala,Alappuzha,"Kayamkulam APMC",Drumstick,Other,FAQ,01/03/2026,9400,9600,9500
Kerala,Alappuzha,"Kayamkulam APMC",Onion,Big,FAQ,01/03/2026,1700,1900,1800
"West Bengal",Hooghly,"Sheoraphuly APMC","Green Chilli","Green Chilly",FAQ,01/03/2026,9500,9950,9750
Gujarat,Kheda,"Nadiyad(Piplag) APMC",Brinjal,Brinjal,FAQ,01/03/2026,1200,1500,1350
Punjab,Gurdaspur,"Kalanaur APMC",Cauliflower,Cauliflower,"Grade A",01/03/2026,2500,2500,2500
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC","Bhindi(Ladies Finger)",Bhindi,Local,01/03/2026,2000,4000,3000
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC",Cauliflower,Cauliflower,Local,01/03/2026,300,2500,1400
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC",Lemon,Other,Local,01/03/2026,3000,8000,5500
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC","Sweet Potato","Sweet Potato",Local,01/03/2026,1000,3000,2000
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC",Apple,Apple,Local,01/03/2026,11000,13000,12000
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC",Guava,Guava,Local,01/03/2026,2500,7000,4750
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC",Pomegranate,Pomogranate,Local,01/03/2026,3000,10000,6500
"West Bengal",Darjeeling,"Siliguri APMC","Black Gram Dal(Urd Dal)","Black Gram Dal",FAQ,01/03/2026,9900,10100,10000
"West Bengal",Darjeeling,"Siliguri APMC",Rice,Fine(Basmati),FAQ,01/03/2026,4700,4900,4800
"West Bengal",Darjeeling,"Siliguri APMC",Banana,"Banana - Ripe","Grade A",01/03/2026,2000,2200,2100
"West Bengal",Darjeeling,"Siliguri APMC",Onion,Onion,FAQ,01/03/2026,1900,2100,2000
"Tamil Nadu",Erode,"Sampath Nagar(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Erode,"Sampath Nagar(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,3500,3600,3550
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC",Banana,Karpura,Local,01/03/2026,3600,4000,3800
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,01/03/2026,3500,3800,3650
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,01/03/2026,5000,5500,5250
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,01/03/2026,1800,2200,2000
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,3000,3400,3200
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,3600,4200,3900
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,01/03/2026,2400,2800,2600
"Tamil Nadu",Thiruvarur,"Valangaiman APMC",Snakeguard,Snakeguard,Local,01/03/2026,2400,2400,2400
Telangana,"Ranga Reddy","Chevella APMC",Tomato,Local,Local,01/03/2026,1000,1000,1000
"West Bengal",Jhargram,"Jhargram APMC",Cabbage,Other,FAQ,01/03/2026,800,1100,1000
"West Bengal",Jhargram,"Jhargram APMC",Potato,Jyoti,FAQ,01/03/2026,600,640,620
Odisha,Dhenkanal,"Hindol APMC","Banana - Green",Other,"Grade B",01/03/2026,2700,3000,2800
"West Bengal","Purba Bardhaman","Guskara APMC",Brinjal,Other,FAQ,01/03/2026,2300,2500,2400
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Papaya,Papaya,Local,01/03/2026,2600,3000,2800
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Tomato,Other,Local,01/03/2026,1400,1600,1500
"Tamil Nadu",Namakkal,"Tiruchengode APMC","Bitter gourd",Other,Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Namakkal,"Tiruchengode APMC","Bottle gourd","Bottle Gourd",Local,01/03/2026,1000,1200,1100
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Beans,"Beans (Whole)",Local,01/03/2026,3800,4400,4100
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Beetroot,Beetroot,Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Cucumbar(Kheera),Cucumbar,Local,01/03/2026,7000,8000,7500
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Namakkal,"Tiruchengode APMC","Chow Chow","Chow Chow",Local,01/03/2026,2600,3000,2800
"Tamil Nadu",Namakkal,"Tiruchengode APMC","Onion Green","Onion Green",Local,01/03/2026,2600,3000,2800
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Thiruchirappalli,"Thuraiyur APMC",Papaya,Papaya,Local,01/03/2026,2000,3500,2750
"Tamil Nadu",Thiruchirappalli,"Thuraiyur APMC","Green Chilli","Green Chilly",Local,01/03/2026,3500,4200,3850
"Tamil Nadu",Thiruchirappalli,"Thuraiyur APMC","Banana - Green","Banana - Green",Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Thiruchirappalli,"Thuraiyur APMC","Sweet Potato","Hosur Red",Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Thiruchirappalli,"Thuraiyur APMC",Capsicum,Capsicum,Local,01/03/2026,5000,5500,5250
"Tamil Nadu",Thiruchirappalli,"Thuraiyur APMC",Drumstick,Drumstick,Local,01/03/2026,9000,10000,9500
"Tamil Nadu",Thiruchirappalli,"Thuraiyur APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,2500,3000,2750
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai) APMC","Bhindi(Ladies Finger)",Bhindi,Local,01/03/2026,4400,5000,4700
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai) APMC",Beans,"Beans (Whole)",Local,01/03/2026,5000,5000,5000
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai) APMC",Ginger(Green),"Green Ginger",Local,01/03/2026,7400,8000,7700
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai) APMC",Snakeguard,Snakeguard,Local,01/03/2026,3000,3400,3200
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai) APMC",Mint(Pudina),Mint(Pudina),Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,01/03/2026,3800,3800,3800
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,01/03/2026,2000,2400,2200
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,01/03/2026,3600,4000,3800
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,01/03/2026,3000,3400,3200
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,01/03/2026,2600,3000,2800
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,01/03/2026,6000,6400,6200
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,3200,3600,3400
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC","Water Melon","Water Melon",Local,01/03/2026,2000,2400,2200
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Tomato,Local,Local,01/03/2026,1200,1500,1350
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,01/03/2026,3400,4000,3700
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,01/03/2026,6000,6700,6350
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,01/03/2026,2000,2600,2300
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,01/03/2026,3000,3400,3200
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC","Green Avare(W)",Other,Local,01/03/2026,3000,3400,3200
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,01/03/2026,2000,2300,2150
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC","Karbuja(Musk Melon)",Karbhuja,Local,01/03/2026,3000,3600,3300
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,01/03/2026,4500,5000,4750
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,01/03/2026,6000,6600,6300
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,01/03/2026,2600,3000,2800
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Banana,Besrai,Local,01/03/2026,3000,9000,6000
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,01/03/2026,1000,1500,1250
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,01/03/2026,3500,3800,3650
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,01/03/2026,3000,3500,3250
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,01/03/2026,4000,4600,4300
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC","Betal Leaves",Mysore,Local,01/03/2026,16000,17500,16750
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,01/03/2026,2000,2500,2250
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,01/03/2026,5000,5500,5250
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,01/03/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,01/03/2026,2500,2800,2650
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Groundnut,"Big (With Shell)",Local,01/03/2026,6500,7000,6750
Gujarat,Kheda,"Nadiad APMC",Potato,Potato,FAQ,01/03/2026,1600,1800,1700
Haryana,Jind,"Narwana APMC",Chikoos(Sapota),Sapota,Local,01/03/2026,4500,4500,4500
Haryana,Jind,"Narwana APMC",Grapes,Indian,Local,01/03/2026,12000,12000,12000
Haryana,Jind,"Narwana APMC",Pomegranate,Pomogranate,Local,01/03/2026,15000,15000,15000
Haryana,Jind,"Narwana APMC",Tomato,Tomato,Non-FAQ,01/03/2026,1500,1500,1500
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,01/03/2026,1200,1500,1350
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,01/03/2026,3000,4000,3500
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,01/03/2026,5000,7000,6000
